choiceB,step2,choiceB,choiceA,choiceB,choiceC,choiceE,choiceD,space,step2,choiceE,choiceF,space,step3,choiceE,step2,step1,step2,space,step2,space,step2,space,step2,space,step2,step3,space,choiceE,space,choiceG,space,step3,space,choiceG,choiceE,step3,step5,step3,choiceG,step2,choiceE,choiceD,step2,choiceF,choiceG,space,choiceF,space,step2,choiceE,step3,space,step3,step2,space,step2,space,step4,step3,space,step1,space,step4,step3,step2,choiceD,space,choiceD,choiceF,space,choiceD,space,step4,space,step4,choiceF,space,step4,choiceB,space,choiceB,choiceC,choiceB,space,step6,space,step7,choiceB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceF,choiceD,step1,choiceF,step2,choiceF,choiceE,choiceB,choiceA,choiceB,choiceC,choiceD,step3,space,choiceE,choiceC,step3,choiceE,step4,choiceB,choiceA,choiceC,step5,choiceG,step6,choiceA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceC,step1,choiceD,step1,choiceD,step1,choiceC,choiceD,step1,space,step2,choiceD,choiceE,step2,step1,choiceG,choiceF,step1,choiceF,step2,step1,step2,choiceF,choiceG,step2,choiceF,choiceG,choiceE,choiceC,step3,step2,choiceB,choiceA,choiceB,choiceA,choiceB,choiceC,choiceB,step2,choiceC,step2,choiceE,step3,choiceE,choiceB,choiceE,choiceB,choiceA,choiceB,space,choiceE,choiceG,choiceE,choiceB,step5,step4,choiceB,choiceA,choiceB,step5,step4,choiceG,space,step6,choiceA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceC,choiceB,step2,choiceA,space,step1,choiceD,choiceC,step2,space,step2,choiceC,choiceD,space,choiceF,step3,space,step3,space,choiceC,step4,choiceB,choiceE,choiceG,choiceD,choiceB,space,choiceB,step4,step5,choiceB,space,choiceA,space,step5,space,step6,step5,choiceB,space,choiceA,space,choiceG,choiceE,space,choiceG,step7,space,choiceB,space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceE,step2,step1,space,choiceF,step1,step2,space,step2,choiceC,step3,step2,choiceB,space,choiceE,space,choiceB,step4,choiceA,choiceG,step6,space,choiceA,choiceB,step5,space,step4,choiceB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,choiceC,choiceA,space,choiceC,choiceA,step1,choiceA,step1,choiceD,choiceE,space,choiceD,step2,choiceC,space,choiceC,step2,step1,step2,step1,step2,step1,step2,step3,choiceD,choiceE,step3,step2,step1,step3,step2,choiceC,choiceD,choiceC,step3,step2,step1,step2,space,choiceB,choiceA,space,choiceE,space,step4,choiceG,choiceB,space,choiceB,choiceA,space,step5,choiceG,step6,choiceA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,choiceD,space,choiceD,step3,step2,choiceD,space,choiceD,space,choiceD,choiceF,choiceG,step3,space,choiceE,choiceD,choiceE,choiceF,space,choiceD,step3,space,choiceD,step4,choiceF,step4,step5,space,step5,choiceC,space,choiceB,space,step5,step6,choiceG,step6,step7,space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceB,choiceC,choiceD,step7,choiceE,choiceD,choiceC,step3,step2,choiceC,step3,choiceD,step3,choiceA,choiceF,step7,choiceG,step6,step5,choiceF,choiceG,step5,step6,choiceB,choiceA,step6,space,step7,choiceF,step3,step2,step3,step4,choiceD,choiceF,choiceD,choiceF,choiceD,choiceF,step3,step2,step3,step2,step4,step2,step3,choiceD,choiceF,step2,step1,step2,choiceF,step2,step1,step2,step3,step2,step3,step2,step1,step2,choiceB,step1,step2,space,choiceD,step1,question,step1,step2,step3,step4,step2,step4,step3,step4,step3,step4,step2,step3,choiceC,step5,step4,step3,choiceE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceG,step6,choiceA,step7,choiceC,step6,choiceB,space,choiceC,space,choiceD,choiceE,choiceD,space,choiceE,choiceC,choiceB,choiceD,choiceF,space,choiceF,choiceB,choiceE,choiceD,choiceC,space,choiceC,choiceD,space,choiceD,step1,choiceF,step2,choiceD,space,choiceC,choiceB,choiceE,step3,choiceE,step3,choiceE,choiceD,choiceC,choiceE,choiceC,step3,choiceB,choiceE,step4,choiceB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceF,choiceE,space,step1,choiceD,step2,step1,choiceC,choiceE,choiceC,step2,step1,step2,space,step1,choiceC,step1,step2,choiceD,choiceC,choiceA,choiceB,choiceD,choiceE,choiceC,step1,choiceC,space,choiceC,step2,step3,choiceE,step3,choiceE,step3,choiceE,step4,choiceB,choiceA,choiceB,choiceF,step5,choiceG,step6,choiceA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceC,step2,choiceA,space,choiceF,choiceE,choiceF,step2,space,step3,choiceC,step3,space,step4,step3,choiceA,choiceB,choiceE,choiceG,step4,space,choiceB,choiceA,space,choiceB,step3,step6,space,step5,choiceA,space,choiceG,step6,choiceB,choiceA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceF,choiceG,choiceF,space,choiceF,choiceE,choiceF,choiceE,space,choiceC,choiceD,choiceF,step4,step3,choiceD,space,choiceC,step4,space,step4,choiceC,space,step4,choiceC,step3,step4,step3,choiceC,step3,step4,space,step4,step3,choiceC,choiceD,step3,step2,choiceC,space,choiceE,step4,space,choiceF,choiceE,choiceG,step5,choiceG,step7,step6,step5,choiceB,step2,step1,step3,step2,step4,space,step5,step3,step5,choiceD,choiceC,step3,step5,choiceB,step5,space,choiceB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceG,choiceF,step6,choiceB,choiceA,step7,choiceF,choiceE,step4,choiceE,choiceD,step5,choiceD,step4,step3,choiceC,space,choiceC,step3,step2,step4,space,step3,step5,choiceC,space,step4,step5,step4,step3,step4,space,step4,step3,space,step4,step3,step2,choiceB,space,step7,step6,step2,step1,space,step1,space,step1,step3,space,step2,space,step2,step4,space,step3,step5,choiceB,step5,step4,space,step6,choiceB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceA,space,step6,space,step7,choiceG,space,choiceG,choiceF,space,choiceG,step7,step6,choiceF,choiceE,space,choiceE,choiceD,choiceE,choiceD,choiceE,choiceD,step4,choiceD,step4,choiceD,choiceC,step4,choiceC,step4,step3,step4,space,step3,choiceB,choiceD,step6,space,step4,space,step5,step6,space,choiceD,choiceF,choiceD,step2,space,step1,choiceF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceE,step2,step1,space,choiceC,step1,choiceC,space,step1,choiceC,choiceB,space,choiceB,choiceA,step2,choiceE,space,step2,space,choiceE,step1,step2,space,choiceE,space,step2,choiceB,choiceF,step6,space,step2,choiceF,step2,space,step1,space,step2,step3,choiceC,step2,step3,space,choiceE,choiceG,step4,space,choiceB,step4,space,choiceB,choiceA,space,choiceA,choiceB,space,step5,choiceG,step5,choiceG,space,step6,choiceA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceC,choiceB,choiceA,step1,space,choiceA,choiceB,choiceC,choiceE,step1,choiceC,space,choiceC,choiceE,choiceF,step3,step2,choiceG,space,choiceG,space,choiceE,choiceC,choiceG,choiceE,space,choiceE,choiceC,step2,choiceC,choiceE,choiceC,space,choiceC,choiceD,choiceE,choiceC,space,choiceG,choiceD,choiceC,choiceB,choiceC,step2,choiceC,space,choiceC,step3,choiceE,space,choiceE,choiceB,choiceE,choiceB,step4,space,step4,choiceB,choiceA,choiceB,step5,choiceG,step6,choiceA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceD,step1,step2,choiceF,space,choiceF,step1,step2,choiceC,choiceE,step3,choiceE,space,choiceE,choiceB,choiceA,step4,choiceA,space,choiceA,space,choiceB,step6,step4,space,step4,step5,choiceA,space,choiceG,step6,step7,choiceA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceB,choiceA,space,choiceA,step7,space,choiceG,space,choiceG,step7,choiceG,choiceF,space,choiceF,space,step5,choiceF,choiceE,step4,choiceD,choiceE,choiceD,space,choiceD,space,choiceD,space,choiceD,step4,space,step3,step4,choiceD,step2,space,step2,step6,step5,space,choiceE,space,choiceE,choiceC,space,choiceC,choiceD,choiceC,choiceE,space,step3,space,step3,space,step2,step3,step2,step1,step2,step3,choiceC,step1,question,space,step1,step2,choiceE,step4,space,step2,space,step3,choiceD,step4,step2,choiceC,step4,step3,step4,space,step2,space,step2,space,step1,space,step1,space,step1,space,step1,space,step2,step3,step4,step3,step4,space,step4,choiceD,step2,space,step2,space,step2,step4,step1,space,question,step1,space,step4,step2,space,step2,space,step2,step4,step3,step2,choiceE
choiceG,space,choiceG,step3,step2,step1,choiceE,space,choiceD,choiceC,choiceB,choiceA,choiceB,choiceA,space,choiceG,step5,space,step6,choiceG,step6,step7,space,choiceE,choiceC,choiceE,step2,step1,space,choiceE,step1,space,choiceE,space,choiceE,choiceC,choiceD,space,step3,step2,choiceB,choiceD,space,choiceD,space,choiceD,step1,step2,step4,step5,choiceE,space,step3,choiceD,space,choiceD,step2,step1,step2,choiceD,step3,step1,choiceB,space,step4,step5,choiceE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceC,choiceD,choiceC,step1,space,step1,choiceC,choiceE,choiceF,step2,space,choiceC,step4,choiceE,space,choiceB,choiceA,choiceB,step4,choiceG,choiceB,step5,choiceG,choiceA,step7,choiceG,choiceF,choiceG,step7,choiceG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceD,step1,choiceE,space,choiceC,step1,choiceC,choiceE,choiceC,space,choiceE,step1,step2,choiceF,step1,step2,choiceE,choiceF,space,step3,choiceF,space,step2,space,step1,step2,step1,space,choiceA,space,choiceG,choiceC,step2,step3,choiceC,step3,choiceC,step4,step2,step1,space,step1,step2,space,step2,step3,step2,step3,space,step3,step2,space,step3,step2,step4,space,step5,space,step3,space,step3,space,step4,step3,step4,space,step3,step2,space,step1,step2,space,step3,space,choiceE,step4,choiceB,choiceA,choiceB,space,choiceB,step5,choiceA,space,choiceG,step6,choiceA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,step6,choiceF,choiceE,choiceD,step1,choiceC,space,choiceB,space,choiceC,space,step1,space,step2,step1,step2,choiceE,step2,space,step3,choiceE,space,step2,space,choiceC,step3,step4,choiceC,step3,space,step3,step4,space,choiceF,space,choiceF,step3,space,choiceG,step6,space,step6,step7,choiceG,step6,space,step6,choiceF,step4,space,step4,space,step3,space,step2,step3,step4,space,step2,step3,step4,step3,choiceC,step4,step3,space,step2,choiceE,space,choiceD,space,step1,space,step2,step3,step2,space,step3,step2,space,choiceC,space,step2,space,step3,step2,space,step3,space,choiceE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choiceD,choiceC,choiceB,space,step1,space,choiceA,space,question,step1,choiceE,choiceF,step2,step1,choiceF,space,choiceF,choiceG,choiceF,space,choiceG,space,choiceG,choiceF,space,choiceB,space,choiceB,choiceC,step2,space,choiceD,space,choiceD,space,step3,space,step3,choiceD,choiceF,space,step4,space,step3,space,choiceC,choiceF,step4,step5,space,step5,space,choiceB,space,choiceC,choiceB,choiceC,choiceB,space,step5,step6,space,step7,choiceB,space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
